ROTATION,DATE,TTL ROTN CRED,DOM TAFB,INTL TAFB,FLT PAY,NIGHT PAY,INTL PAY,LANG PAY,LAYOVER STN,LAYOVER TIME,LAYOVER HOTEL,LEG STATUS,FLT #,EQUIP,DEPT DATE,DEPT,DEPT TIME,ARRV,ARRV TIME,LEG BLOCK TIME
2374,21May2016,479,604,0,479,0,0,0,,0,,,1151,75Y,21May2016,SFO,907,MSP,1234,218
2349,23May2016,402,749,0,402,0,0,0,,0,,,1419,M90,23May2016,MSP,611,TPA,845,192
2349,23May2016,402,749,0,402,0,0,0,,0,,,1712,M90,23May2016,TPA,1089,MSP,1239,210
5835,25May2016,356,636,0,356,0,0,0,,0,,,889,31J,25May2016,MSP,535,LGA,755,160
5835,25May2016,356,636,0,356,0,0,0,,0,,,1796,31J,25May2016,LGA,990,MSP,1101,196
2371,28May2016,441,645,0,441,0,0,0,,0,,D,1734,31J,28May2016,MSP,690,DTW,843,100
2371,28May2016,441,645,0,441,0,0,0,,0,,,1854,M90,28May2016,DTW,943,DEN,1050,227
2371,28May2016,441,645,0,441,0,0,0,,0,,,164,M90,28May2016,DEN,1096,MSP,1265,114
1010,03Jun2016,1036,0,2685,1036,0,1036,0,CDG,1442,PULLMAN MONTPARNASSE,,169,777,03Jun2016,MSP,1046,CDG,528,502
1010,03Jun2016,1036,0,2685,1036,0,1036,0,,0,,,170,777,05Jun2016,CDG,649,MSP,750,534
2323,10Jun2016,422,528,0,422,0,0,0,,0,,,2163,M90,10Jun2016,MSP,539,PDX,631,223
2323,10Jun2016,422,528,0,422,0,0,0,,0,,,2163,M90,10Jun2016,PDX,679,MSP,993,199
2359,12Jun2016,442,603,0,442,0,442,0,,0,,,1084,738,12Jun2016,MSP,623,YVR,719,229
2359,12Jun2016,442,603,0,442,0,442,0,,0,,,1677,738,12Jun2016,YVR,790,MSP,1123,213
2320,16Jun2016,438,875,0,398,0,0,0,,0,,,1708,M90,16Jun2016,MSP,537,DEN,594,131
2320,16Jun2016,438,875,0,398,0,0,0,,0,,,171,M90,16Jun2016,DEN,649,MSP,814,114
2320,16Jun2016,438,875,0,398,0,0,0,,0,,,927,738,16Jun2016,MSP,1176,MKE,1246,77
2320,16Jun2016,438,875,0,398,0,0,0,,0,,,927,738,16Jun2016,MKE,1278,MSP,1340,76
5864,18Jun2016,319,458,0,319,0,0,0,,0,,,2253,31J,18Jun2016,MSP,562,MSO,674,172
5864,18Jun2016,319,458,0,319,0,0,0,,0,,,2253,31J,18Jun2016,MSO,747,MSP,938,147
2323,19Jun2016,425,524,0,425,0,0,0,,0,,,2163,M90,19Jun2016,MSP,538,PDX,644,226
2323,19Jun2016,425,524,0,425,0,0,0,,0,,,2163,M90,19Jun2016,PDX,696,MSP,989,199
1004,23Jun2016,1033,0,2847,1033,0,1033,0,AMS,1601,NH AMS NOORD,,160,333,23Jun2016,MSP,906,AMS,369,493
1004,23Jun2016,1033,0,2847,1033,0,1033,0,,0,,,161,333,25Jun2016,AMS,660,MSP,769,540
2612,26Jun2016,873,1863,0,873,0,0,0,,0,,,53,75Y,26Jun2016,MSP,927,DTW,1079,102
2612,26Jun2016,873,1863,0,873,0,0,0,PHX,633,HOLIDAY INN PHX APT,,2657,M90,26Jun2016,DTW,1206,PHX,1272,258
2612,26Jun2016,873,1863,0,873,0,0,0,,0,,,160,M90,27Jun2016,PHX,536,MSP,844,197
2612,26Jun2016,873,1863,0,873,0,0,0,,0,,,1969,M90,27Jun2016,MSP,920,RDU,1113,147
2612,26Jun2016,873,1863,0,873,0,0,0,,0,,,1969,M90,27Jun2016,RDU,1170,MSP,1278,169
1002,02Jul2016,1047,0,2849,1047,0,1047,0,AMS,1604,NH AMS NOORD,,160,333,02Jul2016,MSP,908,AMS,366,489
1002,02Jul2016,1047,0,2849,1047,0,1047,0,,0,,,161,333,04Jul2016,AMS,637,MSP,775,558
1008,08Jul2016,1031,0,2830,1031,0,1031,0,AMS,1611,NH AMS NOORD,,162,333,08Jul2016,MSP,1174,AMS,634,494
1008,08Jul2016,1031,0,2830,1031,0,1031,0,,0,,,165,333,10Jul2016,AMS,908,MSP,1021,537
2315,11Jul2016,390,580,0,390,0,0,0,,0,,,1712,75D,11Jul2016,MSP,783,TPA,1024,192
2315,11Jul2016,390,580,0,390,0,0,0,,0,,,2381,75D,11Jul2016,TPA,1169,MSP,1291,198
1004,16Jul2016,1046,0,2708,1046,0,1046,0,CDG,1489,PULLMAN MONTPARNASSE,,169,333,16Jul2016,MSP,1029,CDG,481,496
1004,16Jul2016,1046,0,2708,1046,0,1046,0,,0,,,170,333,18Jul2016,CDG,638,MSP,762,550
1004,23Jul2016,1055,0,2732,1055,0,1055,0,CDG,1461,PULLMAN MONTPARNASSE,,169,333,23Jul2016,MSP,1037,CDG,509,496
1004,23Jul2016,1055,0,2732,1055,0,1055,0,,0,,,170,333,25Jul2016,CDG,647,MSP,786,559
2285,30Jul2016,464,584,0,464,0,0,0,,0,,,2591,M90,30Jul2016,MSP,554,SJC,660,241
2285,30Jul2016,464,584,0,464,0,0,0,,0,,,2591,M90,30Jul2016,SJC,741,MSP,1069,223
2269,10Aug2016,463,767,0,463,0,0,0,,0,,,2022,75D,10Aug2016,MSP,442,SFO,561,245
2269,10Aug2016,463,767,0,463,0,0,0,,0,,,2335,739,10Aug2016,SFO,789,MSP,1110,218
1015,12Aug2016,1020,0,2576,1020,0,1020,0,LHR,1373,HOL INN KENSINGTON,,10,76D,12Aug2016,MSP,1342,LHR,727,490
1015,12Aug2016,1020,0,2576,1020,0,1020,0,,0,,,11,76D,14Aug2016,LHR,760,MSP,916,530
2313,17Aug2016,461,580,0,461,0,0,0,,0,,,2322,M90,17Aug2016,MSP,600,MIA,877,222
2313,17Aug2016,461,580,0,461,0,0,0,,0,,,2322,M90,17Aug2016,MIA,945,MSP,1110,239
1006,19Aug2016,1076,0,2748,1076,0,1076,0,CDG,1448,PULLMAN MONTPARNASSE,,169,333,19Aug2016,MSP,1034,CDG,522,508
1006,19Aug2016,1076,0,2748,1076,0,1076,0,,0,,,170,333,21Aug2016,CDG,654,MSP,802,568
1001,24Aug2016,1406,0,3072,1406,0,1406,0,NRT,1479,RADISSON HOTEL NRT,,615,777,24Aug2016,MSP,698,NRT,841,743
1001,24Aug2016,1406,0,3072,1406,0,1406,0,,0,,,616,777,26Aug2016,NRT,979,MSP,787,663
2478,28Aug2016,749,2277,0,741,0,0,0,,0,,,1751,738,28Aug2016,MSP,529,LAS,596,202
2478,28Aug2016,749,2277,0,741,0,0,0,,0,,,226,738,28Aug2016,LAS,664,SLC,798,78
2478,28Aug2016,749,2277,0,741,0,0,0,PDX,840,SHILO INN,,1936,75D,28Aug2016,SLC,1015,PDX,1060,110
2478,28Aug2016,749,2277,0,741,0,0,0,,0,,,2090,739,29Aug2016,PDX,534,MSP,849,195
2478,28Aug2016,749,2277,0,741,0,0,0,,0,,,927,M90,29Aug2016,MSP,1120,MKE,1191,72
2478,28Aug2016,749,2277,0,741,0,0,0,,0,,,164,M90,29Aug2016,MKE,1213,MSP,1297,84
1011,03Sep2016,1079,0,2706,1079,0,1079,0,CDG,1441,PULLMAN MONTPARNASSE,,169,333,03Sep2016,MSP,1035,CDG,529,514
1011,03Sep2016,1079,0,2706,1079,0,1079,0,,0,,,170,333,05Sep2016,CDG,634,MSP,763,565
1011,10Sep2016,1058,0,2715,1058,0,1058,0,CDG,1483,PULLMAN MONTPARNASSE,,169,333,10Sep2016,MSP,1030,CDG,487,493
1011,10Sep2016,1058,0,2715,1058,0,1058,0,,0,,,170,332,12Sep2016,CDG,636,MSP,772,565
2871,17Sep2016,1242,3721,0,1224,0,526,0,,0,,,515,738,17Sep2016,MSP,558,CUN,781,234
2871,17Sep2016,1242,3721,0,1224,0,526,0,SLC,896,DOUBLETREE SLC APT,,934,738,17Sep2016,CUN,851,SLC,1064,292
2871,17Sep2016,1242,3721,0,1224,0,526,0,,0,,,2393,738,18Sep2016,SLC,592,DEN,673,92
2871,17Sep2016,1242,3721,0,1224,0,526,0,,0,,,2044,738,18Sep2016,DEN,858,SLC,934,95
2871,17Sep2016,1242,3721,0,1224,0,526,0,RDU,1005,CAROLINA INN,,1681,32K,18Sep2016,SLC,1040,RDU,1395,244
2871,17Sep2016,1242,3721,0,1224,0,526,0,,0,,,1666,32K,19Sep2016,RDU,1032,ATL,1112,90
2871,17Sep2016,1242,3721,0,1224,0,526,0,,0,,,888,32K,19Sep2016,ATL,1184,MSP,1301,177
2369,22Sep2016,445,572,0,445,0,0,0,,0,,,513,M90,22Sep2016,MSP,693,SAN,798,228
2369,22Sep2016,445,572,0,445,0,0,0,,0,,,513,M90,22Sep2016,SAN,851,MSP,1188,217
1024,24Sep2016,1034,0,2599,1034,0,1034,0,LHR,1385,HOL INN KENSINGTON,,10,76D,24Sep2016,MSP,1323,LHR,715,487
1024,24Sep2016,1034,0,2599,1034,0,1034,0,,0,,,11,76D,26Sep2016,LHR,761,MSP,942,547
2366,30Sep2016,415,536,0,415,0,0,0,,0,,,589,75D,30Sep2016,MSP,672,SEA,756,219
2366,30Sep2016,415,536,0,415,0,0,0,,0,,,2308,75D,30Sep2016,SEA,825,MSP,1136,196
5918,13Oct2016,414,813,0,312,0,0,0,,0,,,2198,319,13Oct2016,MSP,1181,ALB,1367,147
5918,13Oct2016,414,813,0,312,0,0,0,,0,,,2167,319,14Oct2016,ALB,384,MSP,480,165
1005,15Oct2016,1037,0,2848,1037,0,1037,0,AMS,1610,NH AMS NOORD,,160,333,15Oct2016,MSP,910,AMS,375,487
1005,15Oct2016,1037,0,2848,1037,0,1037,0,,0,,,161,333,17Oct2016,AMS,649,MSP,776,550
2328,19Oct2016,453,569,0,453,0,0,0,,0,,,513,M90,19Oct2016,MSP,678,SAN,792,234
2328,19Oct2016,453,569,0,453,0,0,0,,0,,,513,M90,19Oct2016,SAN,847,MSP,1179,219
1011,21Oct2016,1071,0,2749,1071,0,1071,0,CDG,1460,PULLMAN MONTPARNASSE,,169,333,21Oct2016,MSP,1036,CDG,510,494
1011,21Oct2016,1071,0,2749,1071,0,1071,0,,0,,,170,333,23Oct2016,CDG,649,MSP,806,577
1033,27Oct2016,1046,0,2620,1046,0,1046,0,LHR,1375,HOL INN KENSINGTON,,10,76D,27Oct2016,MSP,1325,LHR,740,495
1033,27Oct2016,1046,0,2620,1046,0,1046,0,,0,,,11,76D,29Oct2016,LHR,781,MSP,963,551
2773,02Nov2016,987,3279,0,981,0,0,0,,0,,,2368,739,02Nov2016,MSP,528,DTW,690,103
2773,02Nov2016,987,3279,0,981,0,0,0,LAS,1012,SIGNATURE AT MGM GRA,,1490,75D,02Nov2016,DTW,962,LAS,1035,270
2773,02Nov2016,987,3279,0,981,0,0,0,,0,,,518,75Y,03Nov2016,LAS,679,ATL,1084,240
2773,02Nov2016,987,3279,0,981,0,0,0,TPA,578,DOUBLETREE WESTSHORE,,1797,321,03Nov2016,ATL,1234,TPA,1313,89
2773,02Nov2016,987,3279,0,981,0,0,0,,0,,,2192,M90,04Nov2016,TPA,520,DTW,677,164
2773,02Nov2016,987,3279,0,981,0,0,0,,0,,,1476,32K,04Nov2016,DTW,818,MSP,859,115
2796,06Nov2016,997,3413,0,997,0,0,0,,0,,,1815,32K,06Nov2016,MSP,543,ATL,740,155
2796,06Nov2016,997,3413,0,997,0,0,0,BOS,760,TOWNE PLACE CHELSEA,,1208,75D,06Nov2016,ATL,849,BOS,991,151
2796,06Nov2016,997,3413,0,997,0,0,0,SLC,1120,RADISSON SLC DTWN,,2650,75D,07Nov2016,BOS,386,SLC,605,345
2796,06Nov2016,997,3413,0,997,0,0,0,,0,,,1286,739,08Nov2016,SLC,354,DTW,678,222
2796,06Nov2016,997,3413,0,997,0,0,0,,0,,,87,739,08Nov2016,DTW,961,MSP,1003,124
2344,11Nov2016,460,565,0,460,0,0,0,,0,,,2322,M90,11Nov2016,MSP,557,MIA,817,223
2344,11Nov2016,460,565,0,460,0,0,0,,0,,,2322,M90,11Nov2016,MIA,867,MSP,1025,237
2388,20Nov2016,429,568,0,429,0,0,0,,0,,,1459,75Y,20Nov2016,MSP,603,RSW,839,212
2388,20Nov2016,429,568,0,429,0,0,0,,0,,,1459,75Y,20Nov2016,RSW,943,MSP,1099,217
2409,22Nov2016,465,579,0,465,0,0,0,,0,,,1793,M90,22Nov2016,MSP,681,SAN,772,242
2409,22Nov2016,465,579,0,465,0,0,0,,0,,,1793,M90,22Nov2016,SAN,841,MSP,1184,223
1019,24Nov2016,1053,0,2690,1053,0,1053,0,AMS,1481,NH AMS NOORD,,162,333,24Nov2016,MSP,1182,AMS,659,497
1019,24Nov2016,1053,0,2690,1053,0,1053,0,,0,,,163,333,26Nov2016,AMS,803,MSP,880,556
1018,30Nov2016,1058,0,2747,1058,0,1058,0,LHR,1521,HOL INN KENSINGTON,,10,76L,30Nov2016,MSP,1171,LHR,589,498
1018,30Nov2016,1058,0,2747,1058,0,1058,0,,0,,,11,76L,02Dec2016,LHR,768,MSP,937,560
Q001,05Dec2016,1431,0,3099,1431,0,1431,0,HND,1484,HILTON TOKYO,,121,777,05Dec2016,MSP,617,HND,836,771
Q001,05Dec2016,1431,0,3099,1431,0,1431,0,,0,,,120,777,07Dec2016,HND,973,MSP,733,660
2008,10Dec2016,1034,0,2569,1034,0,1034,0,HNL,1398,ALA MOANA,,1664,333,10Dec2016,MSP,705,HNL,1027,562
2008,10Dec2016,1034,0,2569,1034,0,1034,0,,0,,,752,333,11Dec2016,HNL,1069,MSP,294,472
